source,target
paper_38136716,author_Gabriel Heghedűş-Mîndru
paper_38136716,author_Gabriela-Alina Dumitrel
paper_38136716,author_Maria Popa
paper_38136716,author_Doriana Maria Popa
paper_38136716,author_Isidora Radulov
paper_38136716,author_Mihaela Laura Vică
paper_35378945,author_Yash Veer Singh
paper_35378945,author_Pushpendra Singh
paper_35378945,author_Shadab Khan
paper_35378945,author_Ram Sewak Singh
paper_37989525,author_Silvia Kocanova
paper_37989525,author_Flavien Raynal
paper_37989525,author_Isabelle Goiffon
paper_37989525,author_Betul Akgol Oksuz
paper_37989525,author_Davide Baú
paper_37989525,author_Alain Kamgoué
paper_37989525,author_Sylvain Cantaloube
paper_37989525,author_Ye Zhan
paper_37989525,author_Bryan Lajoie
paper_37989525,author_Marc A Marti-Renom
paper_37989525,author_Job Dekker
paper_37989525,author_Kerstin Bystricky
paper_38157847,author_Sander K Govers
paper_38157847,author_Manuel Campos
paper_38157847,author_Bhavyaa Tyagi
paper_38157847,author_Géraldine Laloux
paper_38157847,author_Christine Jacobs-Wagner
paper_35912162,author_Chang Liu
paper_35912162,author_Cuicui Chen
paper_35912162,author_Hongrui Lai
paper_35912162,author_Huankun Liang
paper_35912162,author_Shuhai Zhong
paper_35912162,author_Guiling Guo
paper_35912162,author_Lei Wang
paper_35912162,author_Laiqing Li
paper_36787269,author_Siying Li
paper_36787269,author_Yichun Li
paper_36787269,author_Lulu Wei
paper_36787269,author_Fang Fang
paper_36787269,author_Yulan Jiang
paper_36787269,author_Keyan Chen
paper_36787269,author_Xiaotian Yang
paper_36787269,author_Hongwei Liu
paper_33270670,author_Diaa Salama AbdELminaam
paper_33270670,author_Abdulrhman M Almansori
paper_33270670,author_Mohamed Taha
paper_33270670,author_Elsayed Badr
paper_38357133,author_Martina C Agbo
paper_38357133,author_Kenneth O Ugwu
paper_38357133,author_Boniface N Ukwah
paper_38357133,author_Ifeoma M Ezeonu
paper_20176685,author_Irene Paterniti
paper_20176685,author_Emanuela Esposito
paper_20176685,author_Emanuela Mazzon
paper_20176685,author_Maria Galuppo
paper_20176685,author_Rosanna Di Paola
paper_20176685,author_Placido Bramanti
paper_20176685,author_Amar Kapoor
paper_20176685,author_Christoph Thiemermann
paper_20176685,author_Salvatore Cuzzocrea
paper_38135598,author_Saravanan Raju
paper_38135598,author_Lucas J Adams
paper_38135598,author_Michael S Diamond
paper_34915030,author_S Panimalar
paper_34915030,author_S Logambal
paper_34915030,author_R Thambidurai
paper_34915030,author_C Inmozhi
paper_34915030,author_R Uthrakumar
paper_34915030,author_Azhaguchamy Muthukumaran
paper_34915030,author_Rabab Ahmed Rasheed
paper_34915030,author_Mansour K Gatasheh
paper_34915030,author_A Raja
paper_34915030,author_J Kennedy
paper_34915030,author_K Kaviyarasu
paper_37972905,author_Mengru Hu
paper_37972905,author_Nuo Cheng
paper_37972905,author_Siwei Wang
paper_37972905,author_Ruoqing Li
paper_37972905,author_Yu Liu
paper_37972905,author_Lei Wang
paper_37972905,author_Weidong Chen
paper_37972905,author_Yunna Chen
paper_37221969,author_Xiaomei Cui
paper_37221969,author_Yuanbo Zhang
paper_37221969,author_Na Wang
paper_37221969,author_Yafang Chen
paper_37221969,author_Jin Xu
paper_37221969,author_Jianghong Hou
paper_36105671,author_Simei Huang
paper_36105671,author_Feifei Qiu
paper_38140193,author_Thomas J Powell
paper_38140193,author_Jie Tang
paper_38140193,author_Robert Mitchell
paper_38140193,author_Mary E DeRome
paper_38140193,author_Andrea Jacobs
paper_38140193,author_Naveen Palath
paper_38140193,author_Edwin Cardenas
paper_38140193,author_Michelle Yorke
paper_38140193,author_James G Boyd
paper_38140193,author_Stephen A Kaba
paper_38140193,author_Elizabeth Nardin
paper_38680232,author_Michael P Heaton
paper_38680232,author_Gregory P Harhay
paper_38680232,author_Adam S Bassett
paper_38680232,author_Halden J Clark
paper_38680232,author_Jaden M Carlson
paper_38680232,author_Erin E Jobman
paper_38680232,author_Helen R Sadd
paper_38680232,author_Madeline C Pelster
paper_38680232,author_Aspen M Workman
paper_38680232,author_Larry A Kuehn
paper_38680232,author_Theodore S Kalbfleisch
paper_38680232,author_Heather Piscatelli
paper_38680232,author_Michael Carrie
paper_38680232,author_Greta M Krafsur
paper_38680232,author_Dale M Grotelueschen
paper_38680232,author_Brian L Vander Ley
paper_39165512,author_Ye Zhou
paper_39165512,author_Hengyan Zhang
paper_39165512,author_Heguo Yan
paper_39165512,author_Changxing Huang
paper_39165512,author_Yangwen Liu
paper_38086039,author_Xiaofang Cao
paper_38086039,author_Yan Zhang
paper_38086039,author_Yu Shi
paper_38086039,author_Ying Li
paper_38086039,author_Li Gao
paper_38086039,author_Xiumei Wang
paper_38086039,author_Liang Sun
paper_35251574,author_Na Gao
paper_35251574,author_Yue Xu
paper_35251574,author_Lili Tu
paper_35251574,author_Siyue Zhu
paper_35251574,author_Shuhong Zhang
paper_38455215,author_Rahele Ziaei
paper_38455215,author_Zahra Shahshahan
paper_38455215,author_Hatav Ghasemi-Tehrani
paper_38455215,author_Zahra Heidari
paper_38455215,author_Marilyn S Nehls
paper_38455215,author_Reza Ghiasvand
paper_39659724,author_Tsehaynew Kasse
paper_39659724,author_Amanuel Elias
paper_39659724,author_Arega Abebe Lonsako
paper_39659724,author_Yalemzer Agegnehu
paper_38110612,author_Fernanda Louise Pereira Lavorente
paper_38110612,author_Caroline Giuseppa Spera
paper_38110612,author_Flavia Megumi Miyabe
paper_38110612,author_Elis Lorenzetti
paper_38110612,author_Juliana Torres Tomazi Fritzen
paper_38110612,author_Amauri Alcindo Alfieri
paper_38110612,author_Alice Fernandes Alfieri
paper_37381159,author_Mei Zeng
paper_37381159,author_Yuan Li
paper_37381159,author_Juan Hu
paper_37381159,author_Miao Peng
paper_37381159,author_Yingchun Hu
paper_37381159,author_Chengli Zhou
paper_38283837,author_Sa Guo
paper_38283837,author_Nan Xing
paper_38283837,author_Qinyun Du
paper_38283837,author_Bin Luo
paper_38283837,author_Shaohui Wang
paper_40467629,author_Moona Nazish
paper_40467629,author_Asif Kamal
paper_40467629,author_Muhammad Zafar
paper_40467629,author_Muhammad Azhar Khan
paper_40467629,author_Khursheed Ur Rahman
paper_40467629,author_Mushtaq Ahmad
paper_40467629,author_Sadeed Arif
paper_40467629,author_Dunia A Al Farraj
paper_40467629,author_Mohamed S Elshikh
paper_40467629,author_Maximilian Lackner
paper_31612498,author_Jie Li
paper_31612498,author_Songlin Zhang
paper_31612498,author_Yuliang Zou
paper_31612498,author_Lei Wu
paper_31612498,author_Meili Pei
paper_31612498,author_Yu Jiang
paper_38179422,author_Liying Zhu
paper_38179422,author_Xuejiao Ji
paper_38179422,author_Yuan Wu
paper_38179422,author_Wei Xu
paper_38179422,author_Feifei Wang
paper_38179422,author_Xinxin Huang
paper_38920202,author_Hugo Y-H Lin
paper_38920202,author_Yu-Han Chang
paper_38920202,author_Yu-Tsang Wang
paper_38920202,author_Peir-In Liang
paper_38920202,author_Chi-Chih Hung
paper_38920202,author_Jer-Ming Chang
paper_38920202,author_Dao-Fu Dai
paper_38920202,author_Chang-Shen Lin
paper_38920202,author_Kai-Ting Chang
paper_35281946,author_Chang Liu
paper_35281946,author_Bin Zhu
paper_35281946,author_Meng Zhong
paper_35281946,author_Jinsuo Bao
paper_35369216,author_Yaliu Yang
paper_35369216,author_Xiaowei Zheng
paper_39620572,author_Saurabh Gupta
paper_39620572,author_Abhay Elhence
paper_39620572,author_Sumit Banerjee
paper_39620572,author_Sandeep Yadav
paper_39620572,author_Prabodh Kantiwal
paper_39620572,author_Rajesh Kumar Rajnish
paper_39620572,author_Pushpinder Khera
paper_39620572,author_Rajesh Malhotra
paper_27588132,author_Kun Ma
paper_27588132,author_Man-Yu Huang
paper_27588132,author_Yan-Xing Guo
paper_27588132,author_Guo-Qiang Hu
paper_35072682,author_Shafiur Rehman Khan
paper_35072682,author_Sandhya Saini
paper_35072682,author_K Naresh
paper_35072682,author_Alka Kumari
paper_35072682,author_Vineet Aniya
paper_35072682,author_Praveen K Khatri
paper_35072682,author_Anjan Ray
paper_35072682,author_Suman L Jain
paper_38971357,author_M Senganiselvi
paper_38971357,author_T Seethalakshmi
paper_38971357,author_Natarajan Arumugam
paper_38191877,author_N K Akhmatova
paper_38191877,author_D S Vorobyev
paper_38191877,author_E S Petukhova
paper_38191877,author_I B Semenova
paper_38191877,author_I V Yakovleva
paper_38191877,author_N F Gavrilova
paper_38191877,author_A E Zaitsev
paper_38191877,author_E A Akhmatova
paper_38191877,author_Yu V Volokh
paper_38191877,author_A Yu Leonova
paper_38191877,author_A V Poddubikov
paper_38191877,author_E A Kurbatova
paper_38572189,author_Maria Rubi Losoya-Jaquez
paper_38572189,author_Arturo Lopez Yañez-Blanco
paper_38572189,author_Yonatan Armendariz-Barragan
paper_38572189,author_Nidia Gabriela Aguilar-Figueroa
paper_38572189,author_Lidia Rudnicka
paper_38572189,author_Luis Enrique Sanchez-Dueñas
paper_27878359,author_Hui Zhang
paper_27878359,author_Yan Guo
paper_27878359,author_Yongsheng Song
paper_27878359,author_Chao Shang
paper_38142765,author_Vikash Kumar
paper_38142765,author_Shobha Kumari
paper_38142765,author_Ravi Ranjan
paper_38142765,author_Ashish Kumar
paper_38142765,author_Dayakar Alti
paper_38934825,author_Harshal Ramesh Salve
paper_38934825,author_Bhushan Dattatray Kamble
paper_38934825,author_Anand Krishnan
paper_38934825,author_Rajesh Sagar
paper_38934825,author_Lakshmy Ramakrishnan
paper_38934825,author_Shashi Kant
paper_38934825,author_Baridalyne Nongkynrih
paper_38934825,author_Vishnubhatla Sreenivas
paper_36060877,author_Xiaohua Wang
paper_36060877,author_Caimin Wang
paper_36060877,author_Zhenli Jia
paper_26221215,author_Zhen Shen
paper_26221215,author_Chunsheng Li
paper_26221215,author_Kai Zhang
paper_26221215,author_Wei Yu
paper_26221215,author_Huijie Xiao
paper_26221215,author_Bo Li
paper_26221215,author_Tongjun Liu
paper_39067943,author_Sarveswara Mounik Nalam
paper_39067943,author_Pavan Kumar Chintamaneni
paper_39067943,author_Rashmi Saxena Pal
paper_39067943,author_M V N L Chaitanya
paper_39067943,author_Sachin Kumar Singh
paper_39067943,author_P Saranya
paper_39067943,author_Smriti Arora
paper_39067943,author_Sarika Sharma
paper_39067943,author_Pratibha Pandey
paper_39067943,author_Avijit Mazumder
paper_39067943,author_Ravindra Babu
paper_39067943,author_Patrick Amoateng
paper_39067943,author_Amandeep Singh
paper_38298658,author_Ying Li
paper_38298658,author_Zhichao He
paper_38298658,author_Zewu Li
paper_38298658,author_Yan Lu
paper_38298658,author_Qingqing Xun
paper_38298658,author_Longquan Xiang
paper_38298658,author_Miaomiao Zhang
paper_35419690,author_Abdelaziz Imgharn
paper_35419690,author_Nouh Aarab
paper_35419690,author_Abdelghani Hsini
paper_35419690,author_Yassine Naciri
paper_35419690,author_Mohammed Elhoudi
paper_35419690,author_Mohamed Ait Haki
paper_35419690,author_Mohamed Laabd
paper_35419690,author_Rajae Lakhmiri
paper_35419690,author_Abdallah Albourine
paper_37997702,author_Loshini Soundararajan
paper_37997702,author_Sudha Warrier
paper_37997702,author_Arun Dharmarajan
paper_37997702,author_Natarajan Bhaskaran
paper_35924272,author_Si Chen
paper_35924272,author_Hongwei Sun
paper_35924272,author_Min Zhang
paper_35924272,author_Jihong Wang
paper_35924272,author_Yan Song
paper_35924272,author_Chunshan Zhao
paper_35924272,author_Lei Zhou
paper_35924272,author_Yali Sun
paper_35924272,author_Qinlan Lin
paper_35924272,author_Changping Song
paper_35924272,author_Yanchun Gu
paper_35924272,author_Shengnan Wang
paper_38187751,author_Maria Namwanje
paper_38187751,author_Soumi Mazumdar
paper_38187751,author_Amanda Stayton
paper_38187751,author_Prisha S Patel
paper_38187751,author_Christine Watkins
paper_38187751,author_Catrina White
paper_38187751,author_Chester Brown
paper_38187751,author_James D Eason
paper_38187751,author_Khyobeni Mozhui
paper_38187751,author_Cem Kuscu
paper_38187751,author_Navjot Pabla
paper_38187751,author_Erin J Stephenson
paper_38187751,author_Amandeep Bajwa
paper_38202817,author_Elżbieta Studzińska-Sroka
paper_38202817,author_Magdalena Bulicz
paper_38202817,author_Marika Henkel
paper_38202817,author_Natalia Rosiak
paper_38202817,author_Magdalena Paczkowska-Walendowska
paper_38202817,author_Dominik Szwajgier
paper_38202817,author_Ewa Baranowska-Wójcik
paper_38202817,author_Katarzyna Korybalska
paper_38202817,author_Judyta Cielecka-Piontek
paper_26137089,author_Heng Zeng
paper_26137089,author_Xiaotao Xu
paper_36398281,author_Miaoqing Xi
paper_36398281,author_Xiaoming Yang
paper_38235144,author_Md Abdul Hye Khan
paper_38235144,author_Benjamin Nolan
paper_38235144,author_Anna Stavniichuk
paper_38235144,author_Daniel Merk
paper_38235144,author_John D Imig
paper_35092751,author_Syed Iqleem H Taqvi
paper_35092751,author_Amber R Solangi
paper_35092751,author_Jamil A Buledi
paper_35092751,author_Nadir H Khand
paper_35092751,author_Bindia Junejo
paper_35092751,author_Almas F Memon
paper_35092751,author_Sidra Ameen
paper_35092751,author_Atiya Bhatti
paper_35092751,author_Pau-Loke Show
paper_35092751,author_Yasser Vasseghian
paper_35092751,author_Hassan Karimi-Maleh
paper_38117471,author_Michael Geissler
paper_38117471,author_Robin Mayer
paper_38117471,author_Björn Helm
paper_38117471,author_Roger Dumke
paper_38205253,author_Eduardo Fukutani Rocha
paper_38205253,author_Caian Leal Vinhaes
paper_38205253,author_Mariana Araújo-Pereira
paper_38205253,author_Tiago Feitosa Mota
paper_38205253,author_Akshay N Gupte
paper_38205253,author_Nathella Pavan Kumar
paper_38205253,author_Maria Belen Arriaga
paper_38205253,author_Timothy R Sterling
paper_38205253,author_Subash Babu
paper_38205253,author_Sanjay Gaikwad
paper_38205253,author_Rajesh Karyakarte
paper_38205253,author_Vidya Mave
paper_38205253,author_Vandana Kulkarni
paper_38205253,author_Mandar Paradkar
paper_38205253,author_Vijay Viswanathan
paper_38205253,author_Hardy Kornfeld
paper_38205253,author_Amita Gupta
paper_38205253,author_Bruno Bezerril Andrade
paper_38205253,author_Artur Trancoso Lopo de Queiroz
paper_38205253,author_
paper_38205253,author_
paper_38114925,author_Haitao Yue
paper_38114925,author_Shuwen Sun
paper_38114925,author_Ruiqi Wang
paper_38114925,author_Xiaoyun Ma
paper_38114925,author_Shiwei Shen
paper_38114925,author_Yiqian Luo
paper_38114925,author_Xiaoli Ma
paper_38114925,author_Ting Wu
paper_38114925,author_Shuang Li
paper_38114925,author_Zhengyang Yang
paper_38114925,author_Yuxi Gong
paper_38143826,author_Mohammad Sabri Abdul Rahman
paper_38143826,author_Kuan Hua Khor
paper_38143826,author_Siti Khairani-Bejo
paper_38143826,author_Seng Fong Lau
paper_38143826,author_Mazlina Mazlan
paper_38143826,author_Mohd Azri Roslan
paper_38143826,author_Mohd Mokrish Md Ajat
paper_38143826,author_Mohd Akmal Mohd Noor
paper_38976344,author_Tina Shrestha
paper_38976344,author_Sanket Parajuli
paper_38976344,author_Rajani Keshari
paper_38976344,author_Punyaram Kharbuja
paper_38976344,author_Sadhana Sharma
paper_38976344,author_Jeevan Kumar Shrestha
paper_38376315,author_Ullas Batra
paper_38376315,author_Shrinidhi Nathany
paper_38376315,author_Mansi Sharma
paper_38376315,author_Parveen Jain
paper_38376315,author_Anurag Mehta
paper_38376315,author_Abhishek Bansal
paper_38526814,author_Chih-Yiu Tsai
paper_38526814,author_Po-Yu Liu
paper_38526814,author_Meng-Chuan Huang
paper_38526814,author_Chiao-I Chang
paper_38526814,author_Hsin-Yun Chen
paper_38526814,author_Yu-Hsien Chou
paper_38526814,author_Chi-Neu Tsai
paper_38526814,author_Chia-Hung Lin
paper_32382540,author_Fanfan Chen
paper_32382540,author_Hongbin Ju
paper_32382540,author_Anfei Huang
paper_32382540,author_Yongjun Yi
paper_32382540,author_Yongfu Cao
paper_32382540,author_Wei Xie
paper_32382540,author_Xinliang Wang
paper_32382540,author_Guo Fu
paper_34795884,author_Na Zhao
paper_34795884,author_Zhanhong Tian
paper_34795884,author_Yang Li
paper_34795884,author_Haihua Yu
paper_34795884,author_Yu Yang
paper_38736050,author_Minal Shastri
paper_38736050,author_Raj Vekaria
paper_38736050,author_Darshankumar Manubhai Raval
paper_38736050,author_Shashwat Mallik
paper_38736050,author_Shahin Khan
paper_38095620,author_Kruthika Perumal
paper_38095620,author_Priyadarshini Shanmugam
paper_34812407,author_Ghulam Mustafa
paper_34812407,author_Hafiza Salaha Mahrosh
paper_34812407,author_Mahwish Salman
paper_34812407,author_Sumaira Sharif
paper_34812407,author_Raheela Jabeen
paper_34812407,author_Tanveer Majeed
paper_34812407,author_Hafsah Tahir
paper_38260915,author_Stephanie Hindle
paper_38260915,author_Sylvie Girard
paper_38260915,author_Helene C F Cote
paper_38260915,author_Deborah Money
paper_38260915,author_Evelyn Mann
paper_38260915,author_Isabelle Boucoiran
paper_38260915,author_
paper_37740672,author_Yu Chen
paper_37740672,author_Wenbo Yu
paper_37740672,author_Yue Jiang
paper_37740672,author_Jianfeng Gao
paper_37740672,author_Dilin Xie
paper_37740672,author_Junjian Yu
paper_37740672,author_Wentong Li
paper_37740672,author_Ziyou Liu
paper_37740672,author_Jianxian Xiong
paper_35959006,author_Weihua Wang
paper_35959006,author_Jianguo Du
paper_35959006,author_Fakhar Shahzad
paper_35959006,author_Xiangyi Duan
paper_35959006,author_Xiaowen Zhu
paper_38096407,author_Stephanie Nava
paper_38096407,author_Wilber Palma
paper_38096407,author_Xuan Wan
paper_38096407,author_Jun Young Oh
paper_38096407,author_Shahla Gharib
paper_38096407,author_Han Wang
paper_38096407,author_Jasmin S Revanna
paper_38096407,author_Minyi Tan
paper_38096407,author_Mark Zhang
paper_38096407,author_Jonathan Liu
paper_38096407,author_Chun-Hao Chen
paper_38096407,author_James S Lee
paper_38096407,author_Barbara Perry
paper_38096407,author_Paul W Sternberg
paper_38086830,author_Hao Zhang
paper_38086830,author_Zhiyuan Jin
paper_38086830,author_Fa Cui
paper_38086830,author_Long Zhao
paper_38086830,author_Xiaoyu Zhang
paper_38086830,author_Jinchao Chen
paper_38086830,author_Jing Zhang
paper_38086830,author_Yanyan Li
paper_38086830,author_Yongpeng Li
paper_38086830,author_Yanxiao Niu
paper_38086830,author_Wenli Zhang
paper_38086830,author_Caixia Gao
paper_38086830,author_Xiangdong Fu
paper_38086830,author_Yiping Tong
paper_38086830,author_Lei Wang
paper_38086830,author_Hong-Qing Ling
paper_38086830,author_Junming Li
paper_38086830,author_Jun Xiao
paper_38054350,author_Zeyu Li
paper_38054350,author_Liecong Xue
paper_38054350,author_Junxian Yang
paper_38054350,author_Stefan Wuttke
paper_38054350,author_Peiying He
paper_38054350,author_Chuanyi Lei
paper_38054350,author_Haowei Yang
paper_38054350,author_Liang Zhou
paper_38054350,author_Jiangfan Cao
paper_38054350,author_Anna Sinelshchikova
paper_38054350,author_Guansheng Zheng
paper_38054350,author_Jimin Guo
paper_38054350,author_Jiangguo Lin
paper_38054350,author_Qi Lei
paper_38054350,author_C Jeffrey Brinker
paper_38054350,author_Kaisheng Liu
paper_38054350,author_Wei Zhu
paper_38375383,author_Carlos A Jurado
paper_38375383,author_Abdulaziz Alhotan
paper_38375383,author_Salwa Mekled
paper_38375383,author_Seok-Hwan Cho
paper_38375383,author_Kelvin I Afrashtehfar
paper_37461228,author_Liu Daren
paper_37461228,author_Ye Dan
paper_37461228,author_Wu Jinhong
paper_37461228,author_Li Chao
paper_38174801,author_Jing Pan
paper_38174801,author_Xiaodan Chang
paper_38174801,author_Lingyan Wang
paper_38174801,author_Gang Miao
paper_38174801,author_Qiuzi Jin
paper_38174801,author_Ningning Guo
paper_38174801,author_Jiayu Zhang
paper_38174801,author_Yanwei Lv
paper_38174801,author_Lifang Wang
paper_38162315,author_Oscar M Lezcano
paper_38162315,author_Lara Fuhrmann
paper_38162315,author_Gayatri Ramakrishnan
paper_38162315,author_Niko Beerenwinkel
paper_38162315,author_Martijn A Huynen
paper_38162315,author_Ronald P van Rij
paper_34153666,author_Wenxun Liu
paper_34153666,author_Qingshan Ye
paper_34153666,author_Wenhua Xi
paper_34153666,author_Yan Li
paper_34153666,author_Xiaohong Zhou
paper_34153666,author_Yun Wang
paper_34153666,author_Zhenhai Ye
paper_34153666,author_Kerong Hai
paper_38303422,author_Jianhua Jia
paper_38303422,author_Yu Deng
paper_38303422,author_Mengyue Yi
paper_38303422,author_Yuhui Zhu
paper_37995682,author_Luciano Nicosia
paper_37995682,author_Gary J Spencer
paper_37995682,author_Nigel Brooks
paper_37995682,author_Fabio M R Amaral
paper_37995682,author_Naseer J Basma
paper_37995682,author_John A Chadwick
paper_37995682,author_Bradley Revell
paper_37995682,author_Bettina Wingelhofer
paper_37995682,author_Alba Maiques-Diaz
paper_37995682,author_Oliver Sinclair
paper_37995682,author_Francesco Camera
paper_37995682,author_Filippo Ciceri
paper_37995682,author_Daniel H Wiseman
paper_37995682,author_Neil Pegg
paper_37995682,author_Will West
paper_37995682,author_Tomasz Knurowski
paper_37995682,author_Kris Frese
paper_37995682,author_Karen Clegg
paper_37995682,author_Victoria L Campbell
paper_37995682,author_James Cavet
paper_37995682,author_Mhairi Copland
paper_37995682,author_Emma Searle
paper_37995682,author_Tim C P Somervaille
paper_38391319,author_Bhavya P Mohan
paper_38391319,author_V K Rajendraprasad
paper_38391319,author_K S Parthasarathy
paper_38391319,author_Togy Thomas Zacharia
paper_38054691,author_Takahiro Aoki
paper_38054691,author_Norio Shiba
paper_38054691,author_Shinichi Tsujimoto
paper_38054691,author_Genki Yamato
paper_38054691,author_Yusuke Hara
paper_38054691,author_Shota Kato
paper_38054691,author_Kenichi Yoshida
paper_38054691,author_Seishi Ogawa
paper_38054691,author_Yasuhide Hayashi
paper_38054691,author_Shotaro Iwamoto
paper_38054691,author_Tomohiko Taki
paper_38054691,author_Akira Shimada
paper_38054691,author_Yuka Iijima-Yamashita
paper_38054691,author_Keizo Horibe
paper_38054691,author_Akio Tawa
paper_38054691,author_Takashi Taga
paper_38054691,author_Souichi Adachi
paper_38054691,author_Daisuke Tomizawa
paper_29332449,author_Hui Tang
paper_29332449,author_Jianwen Zhang
paper_29332449,author_Zhenyu Yu
paper_29332449,author_Linsen Ye
paper_29332449,author_Kun Li
paper_29332449,author_Fan Ding
paper_29332449,author_Xiao Feng
paper_29332449,author_Wei Meng
paper_38159064,author_Anshu Kumar
paper_38159064,author_Ravi Prakash Yadav
paper_38159064,author_Srilagna Chatterjee
paper_38159064,author_Madhusudan Das
paper_38159064,author_Dilip Kumar Pal
paper_37893209,author_Caroline Procópio de Oliveira
paper_37893209,author_Barbara Maria Frigieri
paper_37893209,author_Heidge Fukumasu
paper_37893209,author_Luiz Gustavo de Almeida Chuffa
paper_37893209,author_Adriana Alonso Novais
paper_37893209,author_Debora Aparecida Pires de Campos Zuccari
paper_33224269,author_Ahmed M A Mohamed
paper_33224269,author_Osman N Uçan
paper_33224269,author_Oğuz Bayat
paper_33224269,author_Adil Deniz Duru
paper_39416692,author_Vinita Verma
paper_39416692,author_Alok Srivastava
paper_39416692,author_Sanjay Kumar Garg
paper_39416692,author_Vijay Pal Singh
paper_39416692,author_Pankaj Kumar Arora
paper_38275954,author_Cicek Topcu
paper_38275954,author_Vasilis Georgiou
paper_38275954,author_Johana Hezka Rodosthenous
